motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	p.adjust	motif_name
Gm5294_348	16539	8131	8.6675575819511	4.26119539868459	2.034067150412	0	0	Gm5294
Gm5294_349	10554	5252	5.53101171291565	2.75240416109845	2.00952018278751	0	0	Gm5294
Gm5294_350	7565	3857	3.96457301574824	2.02132956004507	1.96136893959036	8.94254271271606e-277	1.64008459710394e-276	Gm5294
Gm5294_351	9419	4315	4.93619474359982	2.2613526190289	2.18285052143685	0	0	Gm5294
Gm5294_352	17625	7618	9.23669522836255	3.99234860991012	2.31359936991336	0	0	Gm5294
Gm5294_353	15320	7565	8.02871891622776	3.96457301574824	2.02511566424323	0	0	Gm5294
Foxl1_354	16315	7843	8.55016639153106	4.11026386814454	2.08019890348081	0	0	Foxl1
Foxl1_355	32018	13323	16.7796032806645	6.98215549092052	2.4032124896795	0	0	Foxl1
Foxl1_356	22825	10371	11.9618478631135	5.43510730288499	2.20084851991129	0	0	Foxl1
Foxl1_357	33419	14206	17.5138222886041	7.44490737101381	2.35245670843306	0	0	Foxl1
Foxl1_358	31207	13254	16.3545842832062	6.94599481172864	2.35453448015693	0	0	Foxl1
Foxl1_359	17619	7442	9.2335508214763	3.90011267458009	2.36750873421123	0	0	Foxl1
Foxl1_360	18641	7930	9.76914812776773	4.15585776799518	2.35069356872636	0	0	Foxl1
Foxl1_361	21946	8714	11.5011922542777	4.56672693446532	2.51847601560707	0	0	Foxl1
Foxl1_362	27042	11870	14.1718418363336	6.22068495663339	2.27818028643639	0	0	Foxl1
Foxl1_363	14432	6147	7.5633466970626	3.22144485496423	2.34781194078412	0	0	Foxl1
Foxl1_364	7753	3558	4.06309776485077	1.86463328354689	2.17903316469927	0	0	Foxl1
Foxl1_365	6251	2749	3.27594790765925	1.44066242171737	2.27391778828665	1.60282865382647e-313	3.31051525697515e-313	Foxl1
Foxl1_366	28760	12862	15.0721903414302	6.74056022849357	2.2360441610947	0	0	Foxl1
Foxl1_367	25501	11167	13.3642533343815	5.85226528312764	2.28360347452315	0	0	Foxl1
Foxl1_368	22596	10230	11.8418363336216	5.36121374105809	2.20879765395894	0	0	Foxl1
Foxl1_369	18453	7718	9.6706233786652	4.04475539134764	2.39090437937289	0	0	Foxl1
Foxl1_370	20760	8849	10.8796478264287	4.63747608940597	2.34602779975138	0	0	Foxl1
Foxl1_371	5030	2697	2.63606110630716	1.41341089536986	1.86503522432332	5.99543770214342e-161	8.11633526599507e-161	Foxl1
Foxl1_372	6745	2895	3.53483740796059	1.51717632261615	2.32987910189983	0	0	Foxl1
Foxl1_373	18561	9001	9.72722270261772	4.717134397191	2.06210421064326	0	0	Foxl1
Foxl1_374	8314	3828	4.35709980871525	2.00613159342819	2.17189132706374	0	0	Foxl1
Foxl1_375	16539	8131	8.6675575819511	4.26119539868459	2.034067150412	0	0	Foxl1
Foxl1_376	7565	3857	3.96457301574824	2.02132956004507	1.96136893959036	8.94254271271606e-277	1.64008459710394e-276	Foxl1
Foxl1_377	9419	4315	4.93619474359982	2.2613526190289	2.18285052143685	0	0	Foxl1
Foxl1_378	17625	7618	9.23669522836255	3.99234860991012	2.31359936991336	0	0	Foxl1
Foxl1_379	15320	7565	8.02871891622776	3.96457301574824	2.02511566424323	0	0	Foxl1
Foxl1_380	40862	18762	21.4144590309986	9.83256033330713	2.17791280247308	0	0	Foxl1
Foxl1_381	38395	18214	20.121583732935	9.54537117102953	2.10799385088394	0	0	Foxl1
Gata6_382	16458	5896	8.62510808898671	3.08990383355606	2.79138398914518	0	0	Gata6
Gata2_383	21707	5955	11.375940046642	3.1208238346042	3.64517212426532	0	0	Gata2
Gata3_384	17567	4507	9.20629929512879	2.36197363938894	3.89771466607499	0	0	Gata3
Gata5_385	16941	4672	8.87823284332993	2.44844482876084	3.62607020547945	0	0	Gata5
Gata4_386	15623	3861	8.18751146398344	2.02342583130257	4.04636104636105	0	0	Gata4
